Protein.Group	Genes	CGGA_P137	CGGA_P173	CGGA_P271	CGGA_P647	CGGA_P660	CGGA_P736	CGGA_P778	CGGA_P802	CGGA_P83	CGGA_P153	CGGA_P295	CGGA_P679	CGGA_P698	CGGA_P714	CGGA_P737	CGGA_P151	CGGA_P179	CGGA_P541	CGGA_P658	CGGA_P687	CGGA_P699	CGGA_P704	CGGA_P711	CGGA_P721	CGGA_P84	CGGA_P882	CGGA_2103	CGGA_P1088	CGGA_P109	CGGA_P401	CGGA_P411	CGGA_P568	CGGA_P633	CGGA_P653	CGGA_P87
Q9BVJ7	DUSP23	25.9183	25.3964	31.8263	32.3538	19.1095	23.9804	14.5781	17.5245	22.3985	35.5766	41.8592	29.9958	32.4166	26.8038	26.0819	20.6316	21.2909	21.9294	20.7427	29.8143	25.0311	31.4502	NA	NA	19.8454	23.4043	25.6083	NA	33.3299	31.4973	26.5789	12.3859	22.2426	17.2617	NA
Q9BVK2	ALG8	NA	42.0879	NA	NA	NA	44.7411	42.443600000000004	34.2921	34.3885	NA	29.658	54.1809	NA	59.3612	NA	NA	NA	NA	NA	NA	NA	21.843	NA	NA	NA	NA	57.8126	NA	39.5559	NA	33.6986	64.8549	42.1881	66.1322	NA
Q9BVK6	TMED9	296.341	274.997	222.991	130.553	288.004	195.764	301.188	221.293	200.858	214.226	183.659	322.076	228.8	199.512	226.641	132.116	162.756	136.961	189.353	136.999	127.98	156.996	149.203	174.821	221.71	230.495	361.185	355.627	347.172	196.848	260.73	292.939	300.21	233.564	241.392
Q9BVL2	NUP58	48.6194	46.8071	47.227	NA	62.9	41.9223	26.331	43.1183	61.6954	68.0518	NA	150.43	63.3028	NA	44.8254	NA	42.6351	NA	NA	37.8594	39.8883	32.1159	NA	NA	32.9595	33.8092	54.4079	83.3641	58.1188	NA	NA	49.3354	58.6771	NA	NA
Q9BVL4	SELENOO	19.1063	24.4153	24.814	25.2396	26.8307	20.4732	20.8278	30.9913	29.9445	23.6788	NA	NA	26.7146	39.8335	20.4486	15.242	6.82898	23.6865	30.1591	20.0959	26.9258	25.8083	16.0443	22.2959	13.0566	25.0618	41.1748	21.99	NA	NA	NA	27.8282	18.6925	26.8472	20.2692
Q9BVM2	DPCD	44.4079	54.1386	43.4874	57.5666	56.8077	61.6844	53.111	60.8167	51.2805	54.5469	53.9591	26.6929	45.0523	66.7587	56.3191	33.1247	33.149	NA	37.7732	28.3685	45.3003	NA	31.6652	NA	45.8666	32.6187	46.0343	56.3809	72.4936	39.7842	67.9585	NA	38.3718	59.4224	40.0357
Q9BVM4	GGACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BVP2	GNL3	13.5842	18.5007	NA	49.6502	25.5323	24.8504	NA	17.0227	23.7722	NA	26.2462	NA	22.4824	NA	NA	NA	NA	NA	13.8364	NA	NA	42.8076	NA	NA	25.1924	19.1301	53.1993	NA	38.7126	28.1476	43.6857	55.5394	15.6288	50.1544	69.0767
Q9BVQ7	SPATA5L1	26.2437	25.9057	16.5591	26.7294	NA	22.5938	24.1395	26.6254	16.6836	18.4074	NA	NA	45.0065	22.4015	NA	NA	NA	NA	14.9259	21.5744	14.6772	NA	NA	NA	14.7193	NA	16.2508	14.0708	47.6199	33.8271	NA	21.5002	28.7072	36.2268	NA
Q9BVS5	TRMT61B	13.3985	15.4544	19.7459	NA	10.964	11.8995	6.52645	10.7464	25.1823	NA	8.65687	11.0054	13.4596	NA	11.4909	5.72088	9.36776	7.86187	8.30557	8.65975	NA	7.41153	NA	7.84957	10.7076	9.26541	1.21678	11.158	17.0657	9.18959	10.449	NA	5.60453	26.2829	9.99953
Q9BVT8	TMUB1	59.7924	47.8572	29.7661	21.2225	53.2271	17.7519	23.044	23.0281	44.7965	24.7306	22.6186	26.0682	42.1855	NA	33.7816	20.1921	22.6059	23.0262	32.1664	NA	38.2857	20.3951	22.0867	31.4251	23.9416	26.0626	30.5295	62.4894	NA	NA	12.0891	56.7095	30.0143	39.8863	33.2044
Q9BVV7	TIMM21	53.3884	54.9735	71.4063	54.2097	59.0012	48.2092	32.9238	45.6806	61.0962	28.618	38.5582	70.8869	38.6534	34.576	37.3347	30.3303	31.4852	24.7776	34.3806	30.3243	29.4571	31.3615	32.2889	28.8932	34.8896	28.0294	50.8989	43.9839	34.5466	48.5868	29.4814	63.0208	53.7466	73.7208	33.5044
Q9BW19	KIFC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.4687	NA	18.0016	NA	17.3414	20.9096	NA	18.3816	32.4506
Q9BW27	NUP85	26.2678	25.4161	23.8314	NA	35.1574	30.1541	NA	26.8362	27.3007	NA	21.9936	28.9747	26.75	24.633	NA	NA	NA	NA	14.433	28.2305	17.1692	NA	NA	16.2341	17.8653	23.6842	29.2282	41.6017	25.7958	26.1136	29.9585	NA	20.1005	25.0204	22.0493
Q9BW30	TPPP3	28.4773	51.91	257.912	162.131	69.9707	145.19	175.51	114.868	113.145	577.859	1132.32	373.387	186.094	123.838	323.939	346.418	272.434	234.816	317.789	280.897	207.766	205.516	463.627	261.646	228.327	127.716	NA	183.132	71.0853	212.985	54.4216	43.3101	122.399	29.8628	157.537
Q9BW60	ELOVL1	NA	5.08157	6.20979	NA	8.92616	6.49293	11.377	5.63205	NA	30.7263	NA	6.3031	NA	23.0205	12.859	NA	6.41341	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1444	20.7183	NA	NA	NA	9.70424	NA	NA	NA
Q9BW61	DDA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.72433	NA	NA	NA	3.99886	NA	NA	2.3548	NA
Q9BW62	KATNAL1	66.7694	54.5816	73.5771	74.0789	58.9085	72.6021	83.4953	69.1159	52.6781	75.3613	43.0597	63.5127	60.5708	63.3396	78.1905	97.1167	116.886	102.157	82.7278	85.936	85.321	102.574	95.8267	97.0954	85.449700000000007	84.0667	33.0324	58.2191	44.7671	60.8139	50.8827	55.162	66.3423	57.1687	54.8415
Q9BW71	HIRIP3	22.4311	NA	19.4894	12.4034	NA	NA	NA	NA	NA	29.5977	15.9066	38.3408	NA	NA	NA	NA	NA	NA	NA	NA	31.5573	NA	29.9025	13.4148	19.6654	11.406	NA	NA	NA	NA	32.6407	22.2757	17.0838	25.1416	22.4867
Q9BW83	IFT27	76.1492	63.5775	75.264	101.889	67.3295	72.2132	72.5983	98.6472	56.6361	70.7094	57.7444	38.1545	85.96	89.4457	69.7097	53.2671	46.2263	63.6209	88.6517	78.7838	63.207	72.964	50.5388	45.7641	64.2565	57.6061	73.3212	50.9743	59.0411	66.0531	87.6093	69.576	57.7642	60.124	47.7212
Q9BW85	YJU2	34.8597	29.5134	23.7713	17.7444	NA	29.9108	30.1086	NA	29.9984	24.8831	NA	NA	17.673	NA	NA	67.6999	32.0355	34.1532	NA	NA	NA	NA	NA	NA	59.1375	53.7116	NA	NA	NA	55.8242	43.6274	52.6932	NA	29.9291	NA
Q9BW91	NUDT9	49.6848	48.4859	65.2917	51.4297	49.4859	51.1175	59.5947	48.7003	65.39	43.9579	45.2607	30.5277	45.5428	40.6855	45.5519	35.54	36.3224	46.2953	46.0055	46.2892	39.3285	45.7364	37.2661	39.8481	45.5878	33.551	76.456	53.1887	45.5359	51.1862	56.2776	42.1122	56.196	67.5626	41.1327
Q9BW92	TARS2	49.9524	46.9236	77.0517	59.361	66.5305	57.9649	47.2366	41.2583	70.0292	27.8182	34.7534	38.5178	39.7043	50.0327	46.8343	26.7677	35.9992	26.4829	41.0885	43.2995	31.0618	45.8702	NA	33.6512	41.9087	47.1998	58.2832	90.668	52.1471	66.0927	58.3034	79.2003	153.386	71.7917	46.53
Q9BWD1	ACAT2	370.176	257.416	376.289	365.62	206.264	238.726	221.758	200.621	261.993	458.729	433.704	259.894	528.618	268.278	259.386	317.214	384.463	404.444	299.917	435.187	244.657	243.495	392.186	392.057	358.258	317.193	207.69	187.75	140.073	218.57	521.554	182.325	286.692	238.989	360.312
Q9BWD3	RTL8A	62.8808	59.7091	65.9462	68.2521	76.7182	74.293	53.4061	70.3039	112.442	48.4715	NA	58.8628	97.1967	89.9717	70.7401	47.5634	44.7176	69.0185	61.4532	71.5581	42.7924	73.1666	44.0258	60.2389	64.6506	63.0885	NA	80.8012	70.8627	62.3339	65.9592	72.2397	71.311	97.4706	63.9735
Q9BWE0	REPIN1	5.81791	13.4488	NA	NA	11.5558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.95941	6.47068	NA	7.64846	NA	NA	NA	17.0635	6.27046	13.8792	11.4428
Q9BWF3	RBM4	123.555	132	95.1538	92.7716	167.63	164.666	157.076	130.746	143.324	88.4387	88.0081	105.14	132.412	119.5	108.192	90.6555	75.3675	98.2956	104.223	93.9286	80.1928	114.653	69.0472	109.335	148.737	156.247	210.01	232.034	187.021	150.615	195.582	234.014	164.242	174.56	251.467
Q9BWH2	FUNDC2	237.072	199.649	209.286	356.657	161.992	148.682	113.068	197.628	241.552	112.973	233.036	209.697	260.167	111.876	184.704	116.275	123.124	124.794	113.732	189.138	182.159	123.502	152.567	118.073	165.195	160.224	286.865	254.419	105.464	169.95	113.381	111.716	178.097	322.46	160.935
Q9BWH6	RPAP1	42.5614	36.4049	40.4429	40.5103	42.7016	37.6	39.7696	41.7532	43.9677	46.0162	45.4277	56.471	62.4752	37.8231	44.6051	31.6478	32.8125	38.814	39.6581	40.756	35.0029	50.1951	39.1314	36.1192	36.722	46.7987	55.0258	48.3104	50.2974	48.2673	58.7591	27.9604	39.4424	49.5633	47.0719
Q9BWJ5	SF3B5	22.5722	23.156	16.5903	14.3556	22.0943	17.965	16.9066	18.8163	22.3163	16.0593	30.3742	14.7472	23.5278	19.0839	18.7763	12.1847	7.69793	14.3286	17.6232	15.0456	15.697	16.6369	17.3672	13.2294	19.1136	17.453	28.1727	43.6503	28.9619	29.296	26.8597	33.9682	25.6576	30.1826	36.3333
Q9BWM7	SFXN3	211.262	180.738	229.993	217.935	197.72	261.776	235.376	232.627	270.602	164.543	132.765	285.199	234.94	186.182	179.293	228.843	161.896	157.249	166.303	150.491	165.983	233.901	270.556	213.171	154.581	232.647	199.095	298.02	147.482	309.113	185.821	223.055	252.862	255.198	240.785
Q9BWQ8	FAIM2	14.747	12.4663	18.3767	9.30654	NA	25.5721	22.5591	21.6324	NA	17.2092	30.2	40.8708	NA	NA	33.5666	35.5174	35.4123	32.4939	18.523	NA	30.813	27.4782	28.9241	24.0249	26.2798	38.6707	NA	17.7023	NA	NA	NA	NA	NA	24.378	NA
