RNA_ENSG00000157445.13,RNA_ENSG00000164061.4,RNA_ENSG00000181215.11,RNA_ENSG00000206814.1,RNA_ENSG00000226757.2,RNA_ENSG00000233487.6,RNA_ENSG00000242759.5,RNA_ENSG00000244040.4,RNA_ENSG00000245384.1,RNA_ENSG00000271892.1
1360,5060,327,0,15,52,436,107,19,14
